module_name,module_index,layer,module_type,module_family,linear_group,n,k,selected_method,quality_cost,latency_cost
model.layers.27.mlp.down_proj,196,27,down_proj,mlp,mlp.down_proj,4096,11008,sparse_bf16,1.8087309381652348,3.2431904077529907
model.layers.28.self_attn.q_proj,197,28,q_proj,attention,self_attn.q_proj,4096,4096,sparse_bf16,0.5173423912704043,1.2946943998336793
model.layers.28.self_attn.k_proj,198,28,k_proj,attention,self_attn.k_proj,4096,4096,sparse_bf16,0.4027620330574487,1.2990015983581542
model.layers.28.self_attn.v_proj,199,28,v_proj,attention,self_attn.v_proj,4096,4096,sparse_bf16,1.631913196368672,1.2970336198806762
model.layers.28.self_attn.o_proj,200,28,o_proj,attention,self_attn.o_proj,4096,4096,sparse_bf16,1.3336059582003428,1.29475839138031
model.layers.28.mlp.gate_proj,201,28,gate_proj,mlp,mlp.gate_proj,11008,4096,dense_nvfp4,0.07657451384646109,2.8061856031417847
model.layers.28.mlp.up_proj,202,28,up_proj,mlp,mlp.up_proj,11008,4096,dense_nvfp4,0.09455087625248071,2.80316481590271
model.layers.28.mlp.down_proj,203,28,down_proj,mlp,mlp.down_proj,4096,11008,sparse_bf16,1.7292345567370446,3.2431904077529907
model.layers.29.self_attn.q_proj,204,29,q_proj,attention,self_attn.q_proj,4096,4096,sparse_bf16,0.4788185865819351,1.2946943998336793
model.layers.29.self_attn.k_proj,205,29,k_proj,attention,self_attn.k_proj,4096,4096,sparse_bf16,0.3571775639690786,1.2990015983581542
model.layers.29.self_attn.v_proj,206,29,v_proj,attention,self_attn.v_proj,4096,4096,sparse_bf16,1.717893052464276,1.2970336198806762
model.layers.29.self_attn.o_proj,207,29,o_proj,attention,self_attn.o_proj,4096,4096,sparse_bf16,1.1215439206066105,1.29475839138031
model.layers.29.mlp.gate_proj,208,29,gate_proj,mlp,mlp.gate_proj,11008,4096,dense_nvfp4,0.07190466274535678,2.8061856031417847
model.layers.29.mlp.up_proj,209,29,up_proj,mlp,mlp.up_proj,11008,4096,dense_nvfp4,0.07846056908514107,2.80316481590271
model.layers.29.mlp.down_proj,210,29,down_proj,mlp,mlp.down_proj,4096,11008,sparse_bf16,1.4835003628881078,3.2431904077529907
model.layers.30.self_attn.q_proj,211,30,q_proj,attention,self_attn.q_proj,4096,4096,sparse_bf16,0.4728464739347834,1.2946943998336793
model.layers.30.self_attn.k_proj,212,30,k_proj,attention,self_attn.k_proj,4096,4096,sparse_bf16,0.3810883292593158,1.2990015983581542
model.layers.30.self_attn.v_proj,213,30,v_proj,attention,self_attn.v_proj,4096,4096,sparse_bf16,1.5156078663806585,1.2970336198806762
model.layers.30.self_attn.o_proj,214,30,o_proj,attention,self_attn.o_proj,4096,4096,sparse_bf16,1.1629486892203595,1.29475839138031
model.layers.30.mlp.gate_proj,215,30,gate_proj,mlp,mlp.gate_proj,11008,4096,dense_nvfp4,0.05089069666119147,2.8061856031417847
model.layers.30.mlp.up_proj,216,30,up_proj,mlp,mlp.up_proj,11008,4096,dense_nvfp4,0.05061944227195616,2.80316481590271
model.layers.30.mlp.down_proj,217,30,down_proj,mlp,mlp.down_proj,4096,11008,sparse_bf16,0.0690650561051877,3.2431904077529907
model.layers.31.self_attn.q_proj,218,31,q_proj,attention,self_attn.q_proj,4096,4096,sparse_bf16,0.3794301320653482,1.2946943998336793
model.layers.31.self_attn.k_proj,219,31,k_proj,attention,self_attn.k_proj,4096,4096,sparse_bf16,0.2887772290759871,1.2990015983581542
model.layers.31.self_attn.v_proj,220,31,v_proj,attention,self_attn.v_proj,4096,4096,sparse_bf16,1.4982472824129254,1.2970336198806762
model.layers.31.self_attn.o_proj,221,31,o_proj,attention,self_attn.o_proj,4096,4096,sparse_bf16,0.5695116800941852,1.29475839138031
model.layers.31.mlp.gate_proj,222,31,gate_proj,mlp,mlp.gate_proj,11008,4096,sparse_nvfp4,0.8921419355373749,2.3487871646881104
model.layers.31.mlp.up_proj,223,31,up_proj,mlp,mlp.up_proj,11008,4096,sparse_nvfp4,0.7893837650228338,2.346992039680481
model.layers.31.mlp.down_proj,224,31,down_proj,mlp,mlp.down_proj,4096,11008,sparse_bf16,0.08887458782061469,3.2431904077529907
