source,label,eval_scope,sparse_ratio,count_sparse_bf16,predicted_quality_cost,true_ce_nll,true_nll_delta_vs_bf16_clipped,quality_residual_vs_bf16,true_bal_acc,sum_sparse_bf16_local_rel_mse,method_diversity,non_sparse_count
controlled_genimage_partial,random_count_45_seed_11,GenImage-controlled-partial,0.20089285714285715,45,0.009485940183576852,0.0585908884625,0.0,-0.009485940183576852,0.99739583375,1.8498257024295999,2,179
controlled_genimage_partial,layer_16_23,GenImage-controlled-partial,0.25,56,0.015294815898236069,0.06707783785,0.005980596324999997,-0.009314219573236072,0.99544270875,3.0787370705443,2,168
controlled_genimage_partial,random_count_45_seed_23,GenImage-controlled-partial,0.20089285714285715,45,0.009224806260012623,0.0582524820875,0.0,-0.009224806260012623,0.9973958325,1.8045553872385098,2,179
genimage_partial,sparse_bf16_up_proj_targeted,GenImage-partial,0.14285714285714285,32,0.008916449883955402,0.0541036866375,0.0,-0.008916449883955402,0.9986979175,1.9772678525909997,2,192
controlled_genimage_partial,type_up_proj,GenImage-controlled-partial,0.14285714285714285,32,0.008916449883955402,0.0541036866375,0.0,-0.008916449883955402,0.9986979175,1.9772678525909997,2,192
genimage_partial,sparse_bf16_down_proj_targeted,GenImage-partial,0.14285714285714285,32,0.008024970662568465,0.057648707575000006,0.0,-0.008024970662568465,0.998046875,1.5827144049523,2,192
controlled_genimage_partial,type_down_proj,GenImage-controlled-partial,0.14285714285714285,32,0.008024970662568465,0.057648707575000006,0.0,-0.008024970662568465,0.998046875,1.5827144049523,2,192
full_supplemental,sparse_bf16_lowerr_ratio_0.2,ALL-full,0.20089285714285715,45,0.01001789194861832,0.08585696267529377,0.003729863235916786,-0.006288028712701534,0.9912910322222223,1.9822776509200797,2,179
genimage_partial,sparse_bf16_q_proj_targeted,GenImage-partial,0.14285714285714285,32,0.0057674133154737624,0.060696628462500006,0.0,-0.0057674133154737624,0.9973958325,0.8236244434534401,2,192
controlled_genimage_partial,type_q_proj,GenImage-controlled-partial,0.14285714285714285,32,0.0057674133154737624,0.060696628462500006,0.0,-0.0057674133154737624,0.9973958325,0.8236244434534401,2,192
genimage_partial,sparse_bf16_gate_proj_targeted,GenImage-partial,0.14285714285714285,32,0.005537465478203867,0.052861498825,0.0,-0.005537465478203867,1.0,0.8042118800467799,2,192
controlled_genimage_partial,type_gate_proj,GenImage-controlled-partial,0.14285714285714285,32,0.005537465478203867,0.052861498825,0.0,-0.005537465478203867,1.0,0.8042118800467799,2,192
genimage_partial,sparse_bf16_k_proj_targeted,GenImage-partial,0.14285714285714285,32,0.005204360049683334,0.0601064332,0.0,-0.005204360049683334,0.9973958325,0.71751641236353,2,192
controlled_genimage_partial,type_k_proj,GenImage-controlled-partial,0.14285714285714285,32,0.005204360049683334,0.0601064332,0.0,-0.005204360049683334,0.9973958325,0.71751641236353,2,192
genimage_partial,sparse_bf16_lowerr_ratio_0.1,GenImage-partial,0.09821428571428571,22,0.005045490717295193,0.0586704831375,0.0,-0.005045490717295193,0.9973958325,0.97820162260878,2,202
full_supplemental,sparse_bf16_lowerr_ratio_0.7,ALL-full,0.7008928571428571,157,0.033661765751132625,0.12082089355958202,0.03869379412020503,0.0050320283690724055,0.9776097433333333,6.871632549837529,2,67
genimage_partial,sparse_bf16_speed_ratio_0.1,GenImage-partial,0.09821428571428571,22,0.004803309722361115,0.058798015125,0.0,-0.004803309722361115,0.9973958325,0.86545632833481,2,202
controlled_genimage_partial,lowerr_count_45,GenImage-controlled-partial,0.20089285714285715,45,0.004798768186267533,0.0595190485625,0.0,-0.004798768186267533,0.99739583375,0.7585613574848299,2,179
genimage_partial,sparse_bf16_lowerr_ratio_1,GenImage-partial,1.0,224,0.04816624059094303,0.11334800785,0.052250766324999996,0.0040845257340569666,0.9720052075,9.796186026634452,1,0
genimage_partial,sparse_bf16_speed_ratio_1,GenImage-partial,1.0,224,0.04816624059094303,0.11334800785,0.052250766324999996,0.0040845257340569666,0.9720052075,9.796186026634452,1,0
controlled_genimage_partial,uniform_sparse_bf16,GenImage-controlled-partial,1.0,224,0.04816624059094303,0.11334800785,0.052250766324999996,0.0040845257340569666,0.9720052075,9.796186026634452,1,0
full_supplemental,sparse_bf16_lowerr_ratio_0.1,ALL-full,0.09821428571428571,22,0.005045490717295193,0.0835820938471543,0.001454994407777313,-0.0035904963095178804,0.9913358888888888,0.97820162260878,2,202
controlled_genimage_partial,speed_count_45,GenImage-controlled-partial,0.20089285714285715,45,0.003340167330600587,0.06003967005,0.0,-0.003340167330600587,0.99674479125,0.58053373678015,2,179
full_theoretical,keyfix_dense_scan_theoretical_frontier,ALL-full,0.12053571428571429,27,0.002750898939216977,0.08134855896017708,0.0,-0.002750898939216977,0.99264407,0.11978050214845,3,197
full_theoretical,keyfix_dense_scan_theoretical_frontier,ALL-full,0.25,56,0.01014084221938241,0.08981454851438989,0.007687449075012898,-0.0024533931443695128,0.9901883122222223,1.0950947938684499,3,168
genimage_partial,sparse_bf16_v_proj_targeted,GenImage-partial,0.14285714285714285,32,0.008343693397447897,0.0669916796,0.005894438075000001,-0.0024492553224478956,0.994140625,1.6588244717473999,2,192
controlled_genimage_partial,type_v_proj,GenImage-controlled-partial,0.14285714285714285,32,0.008343693397447897,0.0669916796,0.005894438075000001,-0.0024492553224478956,0.994140625,1.6588244717473999,2,192
full_theoretical,keyfix_dense_scan_theoretical_frontier,ALL-full,0.22321428571428573,50,0.007650162924504125,0.08774326974740188,0.005616170308024887,-0.0020339926164792375,0.9911025566666667,0.7886194821784499,3,174
genimage_partial,sparse_bf16_lowerr_ratio_0.02,GenImage-partial,0.017857142857142856,4,0.0013366906607783008,0.0593484449125,0.0,-0.0013366906607783008,0.9973958325,0.19878536275078001,2,220
full_theoretical,keyfix_dense_scan_theoretical_frontier,ALL-full,0.10714285714285714,24,0.001131190388210622,0.082131305037852,4.205598475012784e-06,-0.0011269847897356093,0.9923882766666667,0.07264457830845002,3,200
genimage_partial,sparse_bf16_speed_ratio_0.05,GenImage-partial,0.049107142857142856,11,0.0027983038006909374,0.0629478420625,0.0018506005374999898,-0.0009477032631909476,0.9954427075,0.49958823924881,2,213
controlled_genimage_partial,speed_count_190,GenImage-controlled-partial,0.8482142857142857,190,0.03848075667947792,0.0986945708625,0.03759732933749999,-0.0008834273419779312,0.9791666675,7.794031641831454,2,34
full_supplemental,sparse_bf16_lowerr_ratio_0.5,ALL-full,0.5,112,0.024399767036554297,0.10714376227619671,0.02501666283681972,0.0006168958002654226,0.9831768411111111,4.911001910608598,2,112
controlled_genimage_partial,layer_00_07,GenImage-controlled-partial,0.25,56,0.00513508893355351,0.06682374973750001,0.005726508212500002,0.0005914192789464919,0.9934895825,0.9442100834471499,2,168
controlled_genimage_partial,speed_count_157,GenImage-controlled-partial,0.7008928571428571,157,0.029776950361937345,0.0913990079125,0.03030176638749999,0.0005248160255626466,0.98372395875,5.985624434217153,2,67
full_theoretical,keyfix_dense_scan_theoretical_frontier,ALL-full,0.29017857142857145,65,0.013498789530961881,0.09514343999940332,0.013016340560026332,-0.0004824489709355489,0.988246171111111,1.6658211879784501,3,159
genimage_partial,sparse_bf16_speed_ratio_0,GenImage-partial,0.0,0,0.0004309870659984226,0.061097241525000005,0.0,-0.0004309870659984226,0.99609375,0.0,1,224
genimage_partial,sparse_bf16_lowerr_ratio_0,GenImage-partial,0.0,0,0.0004309870659984226,0.061097241525000005,0.0,-0.0004309870659984226,0.99609375,0.0,1,224
full_uniform,uniform_dense_bf16,ALL-full,0.0,0,0.0004309870659984226,0.08212709943937699,0.0,-0.0004309870659984226,0.9919491944444445,0.0,1,224
controlled_genimage_partial,dense_bf16_baseline,GenImage-controlled-partial,0.0,0,0.0004309870659984226,0.061097241525000005,0.0,-0.0004309870659984226,0.99609375,0.0,1,224
full_theoretical,keyfix_dense_scan_theoretical_frontier,ALL-full,0.19642857142857142,44,0.0053541265004750874,0.08706650471797704,0.004939405278600054,-0.0004147212218750338,0.9918378044444444,0.59035004961845,3,180
genimage_partial,sparse_bf16_speed_ratio_0.02,GenImage-partial,0.017857142857142856,4,0.0007543036707074753,0.0614924341125,0.00039519258749999564,-0.0003591110832074797,0.99674479125,0.05165835587881,2,220
full_supplemental,sparse_bf16_lowerr_ratio_0.35,ALL-full,0.3482142857142857,78,0.01720254175275799,0.09955060250789238,0.017423503068515395,0.00022096131575740502,0.9861787133333334,3.4257586976110903,2,146
genimage_partial,sparse_bf16_lowerr_ratio_0.05,GenImage-partial,0.049107142857142856,11,0.002890215729640122,0.0639841837625,0.0028869422374999884,-3.2734921401335847e-06,0.99544270875,0.49706364707078005,2,213
full_uniform,uniform_dense_default,ALL-full,0.0,0,0.0,0.08166808032124523,0.0,0.0,0.9921241522222223,0.0,1,224
