method,name,group,module_type,region,decode_step,m,input_shape,backend,elapsed_ms
sparse_bf16,language_model.layers.5.linear_attn.in_proj_qkv,linear_attn.in_proj_qkv,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.1080000028014183
sparse_bf16,language_model.layers.5.linear_attn.in_proj_z,linear_attn.in_proj_z,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10294400155544281
sparse_bf16,language_model.layers.5.linear_attn.in_proj_b,linear_attn.in_proj_b,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.0990080013871193
sparse_bf16,language_model.layers.5.linear_attn.in_proj_a,linear_attn.in_proj_a,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.09878399968147278
sparse_bf16,language_model.layers.5.linear_attn.out_proj,linear_attn.out_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.1313920021057129
sparse_bf16,language_model.layers.5.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.11350400000810623
sparse_bf16,language_model.layers.5.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10521599650382996
sparse_bf16,language_model.layers.5.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,decode,9,1,1x1x12288,sparse_bf16,0.19289599359035492
sparse_bf16,language_model.layers.6.linear_attn.in_proj_qkv,linear_attn.in_proj_qkv,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.11030399799346924
sparse_bf16,language_model.layers.6.linear_attn.in_proj_z,linear_attn.in_proj_z,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10233599692583084
sparse_bf16,language_model.layers.6.linear_attn.in_proj_b,linear_attn.in_proj_b,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10025600343942642
sparse_bf16,language_model.layers.6.linear_attn.in_proj_a,linear_attn.in_proj_a,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.09798400104045868
sparse_bf16,language_model.layers.6.linear_attn.out_proj,linear_attn.out_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.11913599818944931
sparse_bf16,language_model.layers.6.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.11030399799346924
sparse_bf16,language_model.layers.6.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.1034879982471466
sparse_bf16,language_model.layers.6.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,decode,9,1,1x1x12288,sparse_bf16,0.19273599982261658
sparse_bf16,language_model.layers.7.self_attn.q_proj,self_attn.q_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10953599959611893
sparse_bf16,language_model.layers.7.self_attn.k_proj,self_attn.k_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.11587200313806534
sparse_bf16,language_model.layers.7.self_attn.v_proj,self_attn.v_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10393600165843964
sparse_bf16,language_model.layers.7.self_attn.o_proj,self_attn.o_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.1149120032787323
sparse_bf16,language_model.layers.7.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.11081600189208984
sparse_bf16,language_model.layers.7.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10611200332641602
sparse_bf16,language_model.layers.7.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,decode,9,1,1x1x12288,sparse_bf16,0.19219200313091278
sparse_bf16,language_model.layers.8.linear_attn.in_proj_qkv,linear_attn.in_proj_qkv,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10710400342941284
sparse_bf16,language_model.layers.8.linear_attn.in_proj_z,linear_attn.in_proj_z,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10051199793815613
sparse_bf16,language_model.layers.8.linear_attn.in_proj_b,linear_attn.in_proj_b,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10067199915647507
sparse_bf16,language_model.layers.8.linear_attn.in_proj_a,linear_attn.in_proj_a,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.0982080027461052
sparse_bf16,language_model.layers.8.linear_attn.out_proj,linear_attn.out_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.12544000148773193
sparse_bf16,language_model.layers.8.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.11158400028944016
sparse_bf16,language_model.layers.8.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10412800312042236
sparse_bf16,language_model.layers.8.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,decode,9,1,1x1x12288,sparse_bf16,0.19228799641132355
sparse_bf16,language_model.layers.9.linear_attn.in_proj_qkv,linear_attn.in_proj_qkv,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.11036799848079681
sparse_bf16,language_model.layers.9.linear_attn.in_proj_z,linear_attn.in_proj_z,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10182400047779083
sparse_bf16,language_model.layers.9.linear_attn.in_proj_b,linear_attn.in_proj_b,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10473600029945374
sparse_bf16,language_model.layers.9.linear_attn.in_proj_a,linear_attn.in_proj_a,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10108800232410431
sparse_bf16,language_model.layers.9.linear_attn.out_proj,linear_attn.out_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.11907199770212173
sparse_bf16,language_model.layers.9.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.1096000000834465
sparse_bf16,language_model.layers.9.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10406400263309479
sparse_bf16,language_model.layers.9.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,decode,9,1,1x1x12288,sparse_bf16,0.19065600633621216
sparse_bf16,language_model.layers.10.linear_attn.in_proj_qkv,linear_attn.in_proj_qkv,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10972800105810165
sparse_bf16,language_model.layers.10.linear_attn.in_proj_z,linear_attn.in_proj_z,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.1016639992594719
sparse_bf16,language_model.layers.10.linear_attn.in_proj_b,linear_attn.in_proj_b,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10009600222110748
sparse_bf16,language_model.layers.10.linear_attn.in_proj_a,linear_attn.in_proj_a,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.09801600128412247
sparse_bf16,language_model.layers.10.linear_attn.out_proj,linear_attn.out_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.1173119992017746
sparse_bf16,language_model.layers.10.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10822399705648422
sparse_bf16,language_model.layers.10.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10367999970912933
sparse_bf16,language_model.layers.10.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,decode,9,1,1x1x12288,sparse_bf16,0.19152000546455383
sparse_bf16,language_model.layers.11.self_attn.q_proj,self_attn.q_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10735999792814255
sparse_bf16,language_model.layers.11.self_attn.k_proj,self_attn.k_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10559999942779541
sparse_bf16,language_model.layers.11.self_attn.v_proj,self_attn.v_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10294400155544281
sparse_bf16,language_model.layers.11.self_attn.o_proj,self_attn.o_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.12403199821710587
sparse_bf16,language_model.layers.11.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.11430399864912033
sparse_bf16,language_model.layers.11.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10476800054311752
sparse_bf16,language_model.layers.11.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,decode,9,1,1x1x12288,sparse_bf16,0.19020800292491913
sparse_bf16,language_model.layers.12.linear_attn.in_proj_qkv,linear_attn.in_proj_qkv,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10876800119876862
sparse_bf16,language_model.layers.12.linear_attn.in_proj_z,linear_attn.in_proj_z,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10147199779748917
sparse_bf16,language_model.layers.12.linear_attn.in_proj_b,linear_attn.in_proj_b,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10019200295209885
sparse_bf16,language_model.layers.12.linear_attn.in_proj_a,linear_attn.in_proj_a,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.09808000177145004
sparse_bf16,language_model.layers.12.linear_attn.out_proj,linear_attn.out_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.12137600034475327
sparse_bf16,language_model.layers.12.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10927999764680862
sparse_bf16,language_model.layers.12.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10268799960613251
sparse_bf16,language_model.layers.12.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,decode,9,1,1x1x12288,sparse_bf16,0.19244800508022308
sparse_bf16,language_model.layers.13.linear_attn.in_proj_qkv,linear_attn.in_proj_qkv,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.1093439981341362
sparse_bf16,language_model.layers.13.linear_attn.in_proj_z,linear_attn.in_proj_z,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10076799988746643
sparse_bf16,language_model.layers.13.linear_attn.in_proj_b,linear_attn.in_proj_b,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.09881599992513657
sparse_bf16,language_model.layers.13.linear_attn.in_proj_a,linear_attn.in_proj_a,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.09795200079679489
sparse_bf16,language_model.layers.13.linear_attn.out_proj,linear_attn.out_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.13049599528312683
sparse_bf16,language_model.layers.13.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.114656001329422
sparse_bf16,language_model.layers.13.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10435199737548828
sparse_bf16,language_model.layers.13.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,decode,9,1,1x1x12288,sparse_bf16,0.19289599359035492
sparse_bf16,language_model.layers.14.linear_attn.in_proj_qkv,linear_attn.in_proj_qkv,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.11059200018644333
sparse_bf16,language_model.layers.14.linear_attn.in_proj_z,linear_attn.in_proj_z,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10195200145244598
sparse_bf16,language_model.layers.14.linear_attn.in_proj_b,linear_attn.in_proj_b,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.09971199929714203
sparse_bf16,language_model.layers.14.linear_attn.in_proj_a,linear_attn.in_proj_a,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.09904000163078308
sparse_bf16,language_model.layers.14.linear_attn.out_proj,linear_attn.out_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.1233920007944107
sparse_bf16,language_model.layers.14.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.11302399635314941
sparse_bf16,language_model.layers.14.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10592000186443329
sparse_bf16,language_model.layers.14.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,decode,9,1,1x1x12288,sparse_bf16,0.19180800020694733
sparse_bf16,language_model.layers.15.self_attn.q_proj,self_attn.q_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.11023999750614166
sparse_bf16,language_model.layers.15.self_attn.k_proj,self_attn.k_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10582400113344193
sparse_bf16,language_model.layers.15.self_attn.v_proj,self_attn.v_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.11398400366306305
sparse_bf16,language_model.layers.15.self_attn.o_proj,self_attn.o_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.1257600039243698
sparse_bf16,language_model.layers.15.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.11542399972677231
sparse_bf16,language_model.layers.15.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.107744000852108
sparse_bf16,language_model.layers.15.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,decode,9,1,1x1x12288,sparse_bf16,0.191103994846344
sparse_bf16,language_model.layers.16.linear_attn.in_proj_qkv,linear_attn.in_proj_qkv,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.11023999750614166
sparse_bf16,language_model.layers.16.linear_attn.in_proj_z,linear_attn.in_proj_z,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10502400249242783
sparse_bf16,language_model.layers.16.linear_attn.in_proj_b,linear_attn.in_proj_b,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10102400183677673
sparse_bf16,language_model.layers.16.linear_attn.in_proj_a,linear_attn.in_proj_a,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.09990400075912476
sparse_bf16,language_model.layers.16.linear_attn.out_proj,linear_attn.out_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.11984000355005264
sparse_bf16,language_model.layers.16.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10972800105810165
sparse_bf16,language_model.layers.16.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.1098880022764206
sparse_bf16,language_model.layers.16.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,decode,9,1,1x1x12288,sparse_bf16,0.19260799884796143
sparse_bf16,language_model.layers.17.linear_attn.in_proj_qkv,linear_attn.in_proj_qkv,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10892800241708755
sparse_bf16,language_model.layers.17.linear_attn.in_proj_z,linear_attn.in_proj_z,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.09993600100278854
sparse_bf16,language_model.layers.17.linear_attn.in_proj_b,linear_attn.in_proj_b,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.09980800002813339
sparse_bf16,language_model.layers.17.linear_attn.in_proj_a,linear_attn.in_proj_a,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10108800232410431
sparse_bf16,language_model.layers.17.linear_attn.out_proj,linear_attn.out_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.12108799815177917
sparse_bf16,language_model.layers.17.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10995200276374817
sparse_bf16,language_model.layers.17.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10361599922180176
sparse_bf16,language_model.layers.17.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,decode,9,1,1x1x12288,sparse_bf16,0.19113600254058838
sparse_bf16,language_model.layers.18.linear_attn.in_proj_qkv,linear_attn.in_proj_qkv,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10864000022411346
sparse_bf16,language_model.layers.18.linear_attn.in_proj_z,linear_attn.in_proj_z,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10182400047779083
sparse_bf16,language_model.layers.18.linear_attn.in_proj_b,linear_attn.in_proj_b,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.0995199978351593
sparse_bf16,language_model.layers.18.linear_attn.in_proj_a,linear_attn.in_proj_a,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.09935999661684036
sparse_bf16,language_model.layers.18.linear_attn.out_proj,linear_attn.out_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.1194240003824234
sparse_bf16,language_model.layers.18.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.1090560033917427
sparse_bf16,language_model.layers.18.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10393600165843964
sparse_bf16,language_model.layers.18.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,decode,9,1,1x1x12288,sparse_bf16,0.19116799533367157
sparse_bf16,language_model.layers.19.self_attn.q_proj,self_attn.q_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.1149120032787323
sparse_bf16,language_model.layers.19.self_attn.k_proj,self_attn.k_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10639999806880951
sparse_bf16,language_model.layers.19.self_attn.v_proj,self_attn.v_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10406400263309479
sparse_bf16,language_model.layers.19.self_attn.o_proj,self_attn.o_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.11635199934244156
sparse_bf16,language_model.layers.19.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.11123199760913849
sparse_bf16,language_model.layers.19.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10566399991512299
sparse_bf16,language_model.layers.19.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,decode,9,1,1x1x12288,sparse_bf16,0.1934400051832199
sparse_bf16,language_model.layers.20.linear_attn.in_proj_qkv,linear_attn.in_proj_qkv,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10838399827480316
sparse_bf16,language_model.layers.20.linear_attn.in_proj_z,linear_attn.in_proj_z,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10236799716949463
sparse_bf16,language_model.layers.20.linear_attn.in_proj_b,linear_attn.in_proj_b,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10009600222110748
sparse_bf16,language_model.layers.20.linear_attn.in_proj_a,linear_attn.in_proj_a,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.0982080027461052
sparse_bf16,language_model.layers.20.linear_attn.out_proj,linear_attn.out_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.1287360042333603
sparse_bf16,language_model.layers.20.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.11475200206041336
sparse_bf16,language_model.layers.20.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10460799932479858
sparse_bf16,language_model.layers.20.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,decode,9,1,1x1x12288,sparse_bf16,0.19123199582099915
sparse_bf16,language_model.layers.21.linear_attn.in_proj_qkv,linear_attn.in_proj_qkv,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.11068800091743469
sparse_bf16,language_model.layers.21.linear_attn.in_proj_z,linear_attn.in_proj_z,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.1016319990158081
sparse_bf16,language_model.layers.21.linear_attn.in_proj_b,linear_attn.in_proj_b,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10067199915647507
sparse_bf16,language_model.layers.21.linear_attn.in_proj_a,linear_attn.in_proj_a,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.09868799895048141
sparse_bf16,language_model.layers.21.linear_attn.out_proj,linear_attn.out_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.12019199877977371
sparse_bf16,language_model.layers.21.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10780800133943558
sparse_bf16,language_model.layers.21.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.1037760004401207
sparse_bf16,language_model.layers.21.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,decode,9,1,1x1x12288,sparse_bf16,0.19257600605487823
sparse_bf16,language_model.layers.22.linear_attn.in_proj_qkv,linear_attn.in_proj_qkv,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.11523199826478958
sparse_bf16,language_model.layers.22.linear_attn.in_proj_z,linear_attn.in_proj_z,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10195200145244598
sparse_bf16,language_model.layers.22.linear_attn.in_proj_b,linear_attn.in_proj_b,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.09916800260543823
sparse_bf16,language_model.layers.22.linear_attn.in_proj_a,linear_attn.in_proj_a,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.09920000284910202
sparse_bf16,language_model.layers.22.linear_attn.out_proj,linear_attn.out_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.14323200285434723
sparse_bf16,language_model.layers.22.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.1096000000834465
sparse_bf16,language_model.layers.22.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10531199723482132
sparse_bf16,language_model.layers.22.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,decode,9,1,1x1x12288,sparse_bf16,0.19142399728298187
sparse_bf16,language_model.layers.23.self_attn.q_proj,self_attn.q_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10793600231409073
sparse_bf16,language_model.layers.23.self_attn.k_proj,self_attn.k_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10553599894046783
sparse_bf16,language_model.layers.23.self_attn.v_proj,self_attn.v_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10294400155544281
sparse_bf16,language_model.layers.23.self_attn.o_proj,self_attn.o_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.1233920007944107
sparse_bf16,language_model.layers.23.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.11443199962377548
sparse_bf16,language_model.layers.23.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10739199817180634
sparse_bf16,language_model.layers.23.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,decode,9,1,1x1x12288,sparse_bf16,0.19235199689865112
sparse_bf16,language_model.layers.24.linear_attn.in_proj_qkv,linear_attn.in_proj_qkv,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10899200290441513
sparse_bf16,language_model.layers.24.linear_attn.in_proj_z,linear_attn.in_proj_z,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.09958399832248688
sparse_bf16,language_model.layers.24.linear_attn.in_proj_b,linear_attn.in_proj_b,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.09855999797582626
sparse_bf16,language_model.layers.24.linear_attn.in_proj_a,linear_attn.in_proj_a,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.09996800124645233
sparse_bf16,language_model.layers.24.linear_attn.out_proj,linear_attn.out_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.12505599856376648
sparse_bf16,language_model.layers.24.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.1106560006737709
sparse_bf16,language_model.layers.24.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.1043199971318245
sparse_bf16,language_model.layers.24.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,decode,9,1,1x1x12288,sparse_bf16,0.19327999651432037
sparse_bf16,language_model.layers.25.linear_attn.in_proj_qkv,linear_attn.in_proj_qkv,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10847999900579453
sparse_bf16,language_model.layers.25.linear_attn.in_proj_z,linear_attn.in_proj_z,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10310400277376175
sparse_bf16,language_model.layers.25.linear_attn.in_proj_b,linear_attn.in_proj_b,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10070399940013885
sparse_bf16,language_model.layers.25.linear_attn.in_proj_a,linear_attn.in_proj_a,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.09801600128412247
sparse_bf16,language_model.layers.25.linear_attn.out_proj,linear_attn.out_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.11823999881744385
sparse_bf16,language_model.layers.25.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10847999900579453
sparse_bf16,language_model.layers.25.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10412800312042236
sparse_bf16,language_model.layers.25.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,decode,9,1,1x1x12288,sparse_bf16,0.19049599766731262
sparse_bf16,language_model.layers.26.linear_attn.in_proj_qkv,linear_attn.in_proj_qkv,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.11347199976444244
sparse_bf16,language_model.layers.26.linear_attn.in_proj_z,linear_attn.in_proj_z,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10230399668216705
sparse_bf16,language_model.layers.26.linear_attn.in_proj_b,linear_attn.in_proj_b,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.09939199686050415
sparse_bf16,language_model.layers.26.linear_attn.in_proj_a,linear_attn.in_proj_a,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.10003200173377991
sparse_bf16,language_model.layers.26.linear_attn.out_proj,linear_attn.out_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.11872000247240067
sparse_bf16,language_model.layers.26.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,decode,9,1,1x1x4096,sparse_bf16,0.1088000014424324
