module_name,module_index,layer,module_type,module_family,linear_group,n,k,selected_method,quality_cost,latency_cost
model.layers.27.mlp.gate_proj,194,27,gate_proj,mlp,mlp.gate_proj,11008,4096,dense_nvfp4,0.0013619428601990234,2.8061856031417847
model.layers.27.mlp.up_proj,195,27,up_proj,mlp,mlp.up_proj,11008,4096,dense_nvfp4,0.0014023420731585088,2.80316481590271
model.layers.27.mlp.down_proj,196,27,down_proj,mlp,mlp.down_proj,4096,11008,sparse_bf16,0.0025774057280898797,3.2431904077529907
model.layers.28.self_attn.q_proj,197,28,q_proj,attention,self_attn.q_proj,4096,4096,sparse_bf16,0.002457659944511402,1.2946943998336793
model.layers.28.self_attn.k_proj,198,28,k_proj,attention,self_attn.k_proj,4096,4096,sparse_bf16,0.002746301769857473,1.2990015983581542
model.layers.28.self_attn.v_proj,199,28,v_proj,attention,self_attn.v_proj,4096,4096,sparse_bf16,0.002796273852189827,1.2970336198806762
model.layers.28.self_attn.o_proj,200,28,o_proj,attention,self_attn.o_proj,4096,4096,sparse_bf16,0.0021624656060602937,1.29475839138031
model.layers.28.mlp.gate_proj,201,28,gate_proj,mlp,mlp.gate_proj,11008,4096,sparse_nvfp4,0.0049970335297789105,2.3487871646881104
model.layers.28.mlp.up_proj,202,28,up_proj,mlp,mlp.up_proj,11008,4096,sparse_nvfp4,0.0038254467697060334,2.346992039680481
model.layers.28.mlp.down_proj,203,28,down_proj,mlp,mlp.down_proj,4096,11008,sparse_bf16,0.0025585232632893804,3.2431904077529907
model.layers.29.self_attn.q_proj,204,29,q_proj,attention,self_attn.q_proj,4096,4096,sparse_bf16,0.0029823679785086063,1.2946943998336793
model.layers.29.self_attn.k_proj,205,29,k_proj,attention,self_attn.k_proj,4096,4096,sparse_bf16,0.003188894899881357,1.2990015983581542
model.layers.29.self_attn.v_proj,206,29,v_proj,attention,self_attn.v_proj,4096,4096,sparse_bf16,0.0038409024724371625,1.2970336198806762
model.layers.29.self_attn.o_proj,207,29,o_proj,attention,self_attn.o_proj,4096,4096,sparse_bf16,0.0024443813667500186,1.29475839138031
model.layers.29.mlp.gate_proj,208,29,gate_proj,mlp,mlp.gate_proj,11008,4096,sparse_nvfp4,0.005749462357030251,2.3487871646881104
model.layers.29.mlp.up_proj,209,29,up_proj,mlp,mlp.up_proj,11008,4096,sparse_nvfp4,0.003920130419530308,2.346992039680481
model.layers.29.mlp.down_proj,210,29,down_proj,mlp,mlp.down_proj,4096,11008,sparse_bf16,0.0028886406447455317,3.2431904077529907
model.layers.30.self_attn.q_proj,211,30,q_proj,attention,self_attn.q_proj,4096,4096,sparse_bf16,0.0028960324322331137,1.2946943998336793
model.layers.30.self_attn.k_proj,212,30,k_proj,attention,self_attn.k_proj,4096,4096,sparse_bf16,0.003343894551416691,1.2990015983581542
model.layers.30.self_attn.v_proj,213,30,v_proj,attention,self_attn.v_proj,4096,4096,sparse_bf16,0.0033480387826884633,1.2970336198806762
model.layers.30.self_attn.o_proj,214,30,o_proj,attention,self_attn.o_proj,4096,4096,sparse_bf16,0.002439201054112051,1.29475839138031
model.layers.30.mlp.gate_proj,215,30,gate_proj,mlp,mlp.gate_proj,11008,4096,dense_nvfp4,0.001298896994992989,2.8061856031417847
model.layers.30.mlp.up_proj,216,30,up_proj,mlp,mlp.up_proj,11008,4096,sparse_nvfp4,0.005232616582254141,2.346992039680481
model.layers.30.mlp.down_proj,217,30,down_proj,mlp,mlp.down_proj,4096,11008,sparse_bf16,0.00013186931441413742,3.2431904077529907
model.layers.31.self_attn.q_proj,218,31,q_proj,attention,self_attn.q_proj,4096,4096,sparse_bf16,0.0027490848539945254,1.2946943998336793
model.layers.31.self_attn.k_proj,219,31,k_proj,attention,self_attn.k_proj,4096,4096,sparse_bf16,0.0030034151802438647,1.2990015983581542
model.layers.31.self_attn.v_proj,220,31,v_proj,attention,self_attn.v_proj,4096,4096,sparse_bf16,0.003900457627516663,1.2970336198806762
model.layers.31.self_attn.o_proj,221,31,o_proj,attention,self_attn.o_proj,4096,4096,sparse_bf16,0.0014056883982308485,1.29475839138031
model.layers.31.mlp.gate_proj,222,31,gate_proj,mlp,mlp.gate_proj,11008,4096,sparse_nvfp4,0.005116328214549938,2.3487871646881104
model.layers.31.mlp.up_proj,223,31,up_proj,mlp,mlp.up_proj,11008,4096,sparse_nvfp4,0.0028784786839929394,2.346992039680481
model.layers.31.mlp.down_proj,224,31,down_proj,mlp,mlp.down_proj,4096,11008,sparse_bf16,0.0002174549797382426,3.2431904077529907
